sequence_id,model,cross_entropy,perplexity
seq6744,baseline,1.3869611,4.002668
seq6745,baseline,1.3773731,3.9644737
seq6746,baseline,1.3920348,4.0230274
seq6747,baseline,1.3833712,3.9883244
seq6748,baseline,1.3849521,3.9946344
seq6749,baseline,1.3918409,4.022248
seq6750,baseline,1.3717033,3.9420598
seq6751,baseline,1.3757092,3.9578824
seq6752,baseline,1.3852657,3.9958873
seq6753,baseline,1.3845819,3.993156
seq6754,baseline,1.3778726,3.966454
seq6755,baseline,1.3926055,4.0253243
seq6756,baseline,1.3832934,3.9880142
seq6757,baseline,1.3861557,3.9994454
seq6758,baseline,1.3818833,3.9823945
seq6759,baseline,1.3826804,3.9855704
seq6760,baseline,1.3816587,3.9815001
seq6761,baseline,1.3791625,3.9715738
seq6762,baseline,1.3958453,4.038387
seq6763,baseline,1.3937906,4.0300975
seq6764,baseline,1.3915809,4.0212026
seq6765,baseline,1.3919938,4.0228624
seq6766,baseline,1.387765,4.005887
seq6767,baseline,1.3832928,3.9880114
seq6768,baseline,1.3773683,3.964455
seq6769,baseline,1.3804116,3.9765382
seq6770,baseline,1.389066,4.0111017
seq6771,baseline,1.3902446,4.015832
seq6772,baseline,1.3884461,4.0086164
seq6773,baseline,1.3980435,4.0472736
seq6774,baseline,1.3919257,4.0225887
seq6775,baseline,1.3780273,3.9670682
seq6776,baseline,1.3828294,3.9861643
seq6777,baseline,1.3857116,3.9976695
seq6778,baseline,1.381807,3.9820902
seq6779,baseline,1.3921047,4.023309
seq6780,baseline,1.3738583,3.9505641
seq6781,baseline,1.384511,3.992873
seq6782,baseline,1.3872446,4.003803
seq6783,baseline,1.3907176,4.017732
seq6784,baseline,1.3812926,3.9800427
seq6785,baseline,1.3921957,4.0236754
seq6786,baseline,1.3855938,3.9971983
seq6787,baseline,1.383877,3.9903424
seq6788,baseline,1.3843523,3.9922395
seq6789,baseline,1.3886658,4.0094967
seq6790,baseline,1.3838881,3.990387
seq6791,baseline,1.3800232,3.9749942
seq6792,baseline,1.3805169,3.9769566
seq6793,baseline,1.3779896,3.9669187
seq6794,baseline,1.3830072,3.986873
seq6795,baseline,1.3852355,3.9957669
seq6796,baseline,1.3792446,3.9718997
seq6797,baseline,1.3774351,3.9647198
seq6798,baseline,1.3930789,4.0272303
seq6799,baseline,1.3908495,4.018262
seq6800,baseline,1.3852344,3.995762
seq6801,baseline,1.3868662,4.002288
seq6802,baseline,1.3878253,4.0061283
seq6803,baseline,1.3815836,3.9812012
seq6804,baseline,1.3920296,4.023007
seq6805,baseline,1.3824813,3.9847772
seq6806,baseline,1.3798026,3.9741168
seq6807,baseline,1.3896523,4.013454
seq6808,baseline,1.3915062,4.0209017
seq6809,baseline,1.3755338,3.9571884
seq6810,baseline,1.3887175,4.0097046
seq6811,baseline,1.3905263,4.0169635
seq6812,baseline,1.38877,4.009915
seq6813,baseline,1.3844157,3.9924927
seq6814,baseline,1.3862213,3.9997077
seq6815,baseline,1.3817098,3.981704
seq6816,baseline,1.3732712,3.948245
seq6817,baseline,1.3877993,4.0060244
seq6818,baseline,1.3958448,4.0383844
seq6819,baseline,1.3791995,3.9717212
seq6820,baseline,1.3777919,3.9661338
seq6821,baseline,1.3823103,3.9840953
seq6822,baseline,1.3746692,3.953769
seq6823,baseline,1.3844411,3.992594
seq6824,baseline,1.3802117,3.9757435
seq6825,baseline,1.3851368,3.9953725
seq6826,baseline,1.3896013,4.01325
seq6827,baseline,1.380366,3.9763567
seq6828,baseline,1.381003,3.978891
seq6829,baseline,1.388018,4.0069003
seq6830,baseline,1.3892617,4.011887
seq6831,baseline,1.386804,4.002039
seq6832,baseline,1.3838531,3.9902468
seq6833,baseline,1.3869491,4.0026197
seq6834,baseline,1.3830315,3.9869697
seq6835,baseline,1.4005473,4.05742
seq6836,baseline,1.3834628,3.98869
seq6837,baseline,1.3751099,3.9555113
seq6838,baseline,1.3963115,4.04027
seq6839,baseline,1.3847551,3.993848
seq6840,baseline,1.3855975,3.9972134
seq6841,baseline,1.3882937,4.0080056
seq6842,baseline,1.3860942,3.9991996
seq6843,baseline,1.3723335,3.9445448
seq6844,baseline,1.3852432,3.9957976
seq6845,baseline,1.3833873,3.9883888
seq6846,baseline,1.3875498,4.0050244
seq6847,baseline,1.3838291,3.9901514
seq6848,baseline,1.389833,4.0141797
seq6849,baseline,1.3800795,3.9752176
seq6850,baseline,1.384459,3.992665
seq6851,baseline,1.3851801,3.9955459
seq6852,baseline,1.381499,3.980865
seq6853,baseline,1.3817906,3.9820256
seq6854,baseline,1.3884456,4.0086145
seq6855,baseline,1.3757473,3.9580336
seq6856,baseline,1.3806163,3.9773521
seq6857,baseline,1.3941807,4.0316696
seq6858,baseline,1.3823922,3.9844215
seq6859,baseline,1.3814297,3.9805887
seq6860,baseline,1.3884052,4.008452
seq6861,baseline,1.3851355,3.9953673
seq6862,baseline,1.3842514,3.991836
seq6863,baseline,1.3857324,3.9977527
seq6864,baseline,1.3837823,3.9899642
seq6865,baseline,1.3867489,4.0018187
seq6866,baseline,1.374876,3.9545863
seq6867,baseline,1.3778311,3.9662898
seq6868,baseline,1.3976392,4.0456376
seq6869,baseline,1.3815743,3.9811642
seq6870,baseline,1.3850886,3.99518
seq6871,baseline,1.3820628,3.9831092
seq6872,baseline,1.3856548,3.9974427
seq6873,baseline,1.3885514,4.0090384
seq6874,baseline,1.3853912,3.9963892
seq6875,baseline,1.3846081,3.9932606
seq6876,baseline,1.3866867,4.0015697
seq6877,baseline,1.3899307,4.0145717
seq6878,baseline,1.3904809,4.0167813
seq6879,baseline,1.3773446,3.9643607
seq6880,baseline,1.3885466,4.009019
seq6881,baseline,1.3804102,3.9765327
seq6882,baseline,1.3944297,4.0326743
seq6883,baseline,1.3941935,4.0317216
seq6884,baseline,1.3863928,4.0003943
seq6885,baseline,1.3936708,4.029615
seq6886,baseline,1.3815845,3.9812047
seq6887,baseline,1.3838772,3.9903429
seq6888,baseline,1.378882,3.9704602
seq6889,baseline,1.3894092,4.012479
seq6890,baseline,1.3923357,4.024238
seq6891,baseline,1.3821355,3.9833992
seq6892,baseline,1.379105,3.9713457
seq6893,baseline,1.3912722,4.019961
seq6894,baseline,1.3844292,3.9925466
seq6895,baseline,1.386202,3.9996302
seq6896,baseline,1.380077,3.9752076
seq6897,baseline,1.3779106,3.9666052
seq6898,baseline,1.3886579,4.009465
seq6899,baseline,1.3765262,3.9611177
seq6900,baseline,1.3886296,4.0093517
seq6901,baseline,1.3898299,4.0141673
seq6902,baseline,1.3863522,4.0002313
seq6903,baseline,1.3791001,3.9713264
seq6904,baseline,1.386295,4.000003
seq6905,baseline,1.3748137,3.95434
seq6906,baseline,1.3867054,4.0016446
seq6907,baseline,1.3793894,3.9724753
seq6908,baseline,1.3879868,4.006776
seq6909,baseline,1.3816384,3.9814193
seq6910,baseline,1.3856359,3.997367
seq6911,baseline,1.3940349,4.031082
seq6912,baseline,1.3768821,3.9625278
seq6913,baseline,1.3905869,4.017207
seq6914,baseline,1.3852315,3.995751
seq6915,baseline,1.3915393,4.0210347
seq6916,baseline,1.3954865,4.036938
seq6917,baseline,1.3797867,3.9740539
seq6918,baseline,1.3852351,3.995765
seq6919,baseline,1.3872546,4.003843
seq6920,baseline,1.3917636,4.021937
seq6921,baseline,1.3789294,3.970648
seq6922,baseline,1.3937749,4.0300345
seq6923,baseline,1.384605,3.9932482
seq6924,baseline,1.3882405,4.007792
seq6925,baseline,1.3859134,3.9984767
seq6926,baseline,1.3837693,3.9899123
seq6927,baseline,1.3842423,3.9918003
seq6928,baseline,1.3880199,4.0069084
seq6929,baseline,1.3789036,3.970546
seq6930,baseline,1.3855206,3.9969063
seq6931,baseline,1.3770247,3.9630926
seq6932,baseline,1.3865658,4.001086
seq6933,baseline,1.3903261,4.0161595
seq6934,baseline,1.3812939,3.980048
seq6935,baseline,1.386672,4.001511
seq6936,baseline,1.3766531,3.96162
seq6937,baseline,1.3811239,3.9793718
seq6938,baseline,1.3862467,3.999809
seq6939,baseline,1.3744982,3.953093
seq6940,baseline,1.3821895,3.9836142
seq6941,baseline,1.3851845,3.9955633
seq6942,baseline,1.3787147,3.9697957
seq6943,baseline,1.3788838,3.9704678
seq6944,baseline,1.392559,4.0251374
seq6945,baseline,1.381431,3.980594
seq6946,baseline,1.3884038,4.0084467
seq6947,baseline,1.3953563,4.0364122
seq6948,baseline,1.3816723,3.981554
seq6949,baseline,1.3827996,3.9860454
seq6950,baseline,1.384605,3.9932482
seq6951,baseline,1.3735383,3.9492998
seq6952,baseline,1.3783818,3.9684746
seq6953,baseline,1.3914244,4.0205727
seq6954,baseline,1.3821415,3.9834228
seq6955,baseline,1.3928615,4.026355
seq6956,baseline,1.3849651,3.9946864
seq6957,baseline,1.3843467,3.992217
seq6958,baseline,1.3716125,3.9417017
seq6959,baseline,1.3856469,3.9974115
seq6960,baseline,1.3838558,3.9902575
seq6961,baseline,1.3744986,3.953094
seq6962,baseline,1.373293,3.9483314
seq6963,baseline,1.3779387,3.9667168
seq6964,baseline,1.3797805,3.9740295
seq6965,baseline,1.3851093,3.9952626
seq6966,baseline,1.3798215,3.9741921
seq6967,baseline,1.388356,4.008255
seq6968,baseline,1.3887761,4.009939
seq6969,baseline,1.3851274,3.9953349
seq6970,baseline,1.383957,3.9906614
seq6971,baseline,1.3810213,3.9789634
seq6972,baseline,1.387247,4.0038123
seq6973,baseline,1.3846103,3.9932692
seq6974,baseline,1.3895872,4.013193
seq6975,baseline,1.3869147,4.0024824
seq6976,baseline,1.3872466,4.003811
seq6977,baseline,1.3885869,4.0091805
seq6978,baseline,1.393018,4.026985
seq6979,baseline,1.3852307,3.9957476
seq6980,baseline,1.3889909,4.010801
seq6981,baseline,1.3845335,3.9929628
seq6982,baseline,1.3838277,3.9901452
seq6983,baseline,1.3872453,4.0038056
seq6984,baseline,1.3893449,4.012221
seq6985,baseline,1.3743322,3.9524364
seq6986,baseline,1.3794733,3.9728086
seq6987,baseline,1.3775336,3.9651096
seq6988,baseline,1.387288,4.0039763
seq6989,baseline,1.3847077,3.9936588
seq6990,baseline,1.3938304,4.030258
seq6991,baseline,1.3887452,4.0098157
seq6992,baseline,1.3842213,3.9917164
seq6993,baseline,1.3858752,3.998324
seq6994,baseline,1.37461,3.9535344
seq6995,baseline,1.3881872,4.0075784
seq6996,baseline,1.3833978,3.9884305
seq6997,baseline,1.3840103,3.9908743
seq6998,baseline,1.3776819,3.9656978
seq6999,baseline,1.3941727,4.0316377
seq7000,baseline,1.3779421,3.9667299
seq7001,baseline,1.3785216,3.9690292
seq7002,baseline,1.389638,4.0133967
seq7003,baseline,1.3849468,3.9946134
seq7004,baseline,1.3887883,4.0099883
seq7005,baseline,1.3953655,4.03645
seq7006,baseline,1.3880283,4.006942
seq7007,baseline,1.3921145,4.0233483
seq7008,baseline,1.3839848,3.9907725
seq7009,baseline,1.3919189,4.0225616
seq7010,baseline,1.38116,3.9795153
seq7011,baseline,1.3803784,3.9764059
seq7012,baseline,1.3879106,4.00647
seq7013,baseline,1.3928645,4.026367
seq7014,baseline,1.3867258,4.001726
seq7015,baseline,1.386262,3.999871
seq7016,baseline,1.386287,3.9999704
seq7017,baseline,1.3826872,3.9855976
seq7018,baseline,1.3706363,3.9378557
seq7019,baseline,1.3846904,3.9935894
seq7020,baseline,1.3802278,3.9758074
seq7021,baseline,1.3861116,3.9992692
seq7022,baseline,1.3775326,3.965106
seq7023,baseline,1.3864233,4.000516
seq7024,baseline,1.379678,3.973622
seq7025,baseline,1.3901513,4.015457
seq7026,baseline,1.3880297,4.006947
seq7027,baseline,1.378435,3.9686859
seq7028,baseline,1.3914796,4.020795
seq7029,baseline,1.3821958,3.9836397
seq7030,baseline,1.4024205,4.065027
seq7031,baseline,1.3905656,4.017122
seq7032,baseline,1.3936542,4.029548
seq7033,baseline,1.3821206,3.9833395
seq7034,baseline,1.3829606,3.9866872
seq7035,baseline,1.3886055,4.0092554
seq7036,baseline,1.3886589,4.009469
seq7037,baseline,1.379355,3.9723387
seq7038,baseline,1.390425,4.0165563
seq7039,baseline,1.383804,3.990051
seq7040,baseline,1.384104,3.991248
seq7041,baseline,1.3773651,3.9644418
seq7042,baseline,1.3865201,4.0009036
seq7043,baseline,1.3800728,3.9751914
seq7044,baseline,1.3862315,3.9997485
seq7045,baseline,1.3833979,3.988431
seq7046,baseline,1.3877599,4.0058665
seq7047,baseline,1.3919779,4.0227985
seq7048,baseline,1.3914784,4.0207896
seq7049,baseline,1.3858569,3.9982507
seq7050,baseline,1.3849758,3.994729
seq7051,baseline,1.3978983,4.046686
seq7052,baseline,1.3901432,4.0154247
seq7053,baseline,1.382623,3.9853415
seq7054,baseline,1.3765006,3.9610162
seq7055,baseline,1.3889151,4.0104966
seq7056,baseline,1.382701,3.9856522
seq7057,baseline,1.381444,3.9806457
seq7058,baseline,1.3753808,3.9565825
seq7059,baseline,1.3870262,4.0029287
seq7060,baseline,1.385364,3.9962807
seq7061,baseline,1.3800166,3.9749675
seq7062,baseline,1.3959812,4.0389357
seq7063,baseline,1.3844625,3.9926789
seq7064,baseline,1.3842522,3.9918394
seq7065,baseline,1.387355,4.004245
seq7066,baseline,1.3732107,3.9480062
seq7067,baseline,1.3933578,4.0283537
seq7068,baseline,1.3903147,4.0161138
seq7069,baseline,1.3858452,3.998204
seq7070,baseline,1.3828857,3.9863882
seq7071,baseline,1.3826226,3.9853399
seq7072,baseline,1.3906059,4.0172834
seq7073,baseline,1.38323,3.9877613
seq7074,baseline,1.3805593,3.9771256
seq7075,baseline,1.383361,3.9882836
seq7076,baseline,1.3782915,3.9681163
seq7077,baseline,1.3876009,4.0052295
seq7078,baseline,1.392072,4.023177
seq7079,baseline,1.3839031,3.9904463
seq7080,baseline,1.3849317,3.994553
seq7081,baseline,1.3795351,3.973054
seq7082,baseline,1.390249,4.01585
seq7083,baseline,1.3842777,3.9919415
seq7084,baseline,1.3914803,4.0207977
seq7085,baseline,1.3945502,4.03316
seq7086,baseline,1.3768061,3.9622269
seq7087,baseline,1.3790162,3.9709928
seq7088,baseline,1.3817153,3.9817255
seq7089,baseline,1.3847623,3.9938765
seq7090,baseline,1.3826648,3.9855082
seq7091,baseline,1.3877068,4.005654
seq7092,baseline,1.3885807,4.0091558
seq7093,baseline,1.3799992,3.9748983
seq7094,baseline,1.3799733,3.9747956
seq7095,baseline,1.386741,4.001787
seq7096,baseline,1.3826243,3.9853468
seq7097,baseline,1.3775662,3.9652395
seq7098,baseline,1.3826672,3.9855177
seq7099,baseline,1.3872403,4.0037856
seq7100,baseline,1.3778489,3.9663603
seq7101,baseline,1.3855172,3.9968927
seq7102,baseline,1.3856022,3.9972324
seq7103,baseline,1.3877795,4.0059447
seq7104,baseline,1.3861436,3.9993968
seq7105,baseline,1.3834004,3.9884408
seq7106,baseline,1.3938307,4.030259
seq7107,baseline,1.3852426,3.995795
seq7108,baseline,1.3822824,3.9839842
seq7109,baseline,1.3794072,3.972546
seq7110,baseline,1.3867707,4.0019064
seq7111,baseline,1.3803153,3.976155
seq7112,baseline,1.3755839,3.9573865
seq7113,baseline,1.3853153,3.996086
seq7114,baseline,1.3901738,4.0155478
seq7115,baseline,1.3861885,3.9995763
seq7116,baseline,1.3922036,4.023707
seq7117,baseline,1.3889289,4.010552
seq7118,baseline,1.3786219,3.9694276
seq7119,baseline,1.3833337,3.988175
seq7120,baseline,1.3893837,4.0123763
seq7121,baseline,1.3810838,3.9792125
seq7122,baseline,1.3913903,4.020436
seq7123,baseline,1.3804104,3.9765334
seq7124,baseline,1.3863018,4.0000296
seq7125,baseline,1.3769418,3.962764
seq7126,baseline,1.3896018,4.013252
seq7127,baseline,1.377994,3.9669359
seq7128,baseline,1.3889812,4.0107617
seq7129,baseline,1.391295,4.0200524
seq7130,baseline,1.3832043,3.987659
seq7131,baseline,1.3824024,3.9844625
seq7132,baseline,1.3957078,4.037832
seq7133,baseline,1.3787873,3.970084
seq7134,baseline,1.387976,4.0067325
seq7135,baseline,1.396075,4.0393143
seq7136,baseline,1.3828839,3.986381
seq7137,baseline,1.3938186,4.030211
seq7138,baseline,1.382446,3.9846365
seq7139,baseline,1.385001,3.9948297
seq7140,baseline,1.3832052,3.9876626
seq7141,baseline,1.3884249,4.008531
seq7142,baseline,1.3867267,4.00173
seq7143,baseline,1.3871279,4.0033355
seq7144,baseline,1.3856558,3.9974465
seq7145,baseline,1.3866383,4.0013757
seq7146,baseline,1.3773338,3.9643176
seq7147,baseline,1.3828003,3.9860482
seq7148,baseline,1.3877589,4.005862
seq7149,baseline,1.3839843,3.9907706
seq7150,baseline,1.3907202,4.0177426
seq7151,baseline,1.391816,4.0221477
seq7152,baseline,1.383784,3.9899714
seq7153,baseline,1.3789682,3.9708025
seq7154,baseline,1.3800088,3.9749365
seq7155,baseline,1.3792696,3.9719994
seq7156,baseline,1.3891476,4.0114293
seq7157,baseline,1.3784367,3.9686925
seq7158,baseline,1.3924646,4.0247574
seq7159,baseline,1.3851286,3.9953396
seq7160,baseline,1.3809513,3.9786844
seq7161,baseline,1.3840399,3.9909923
seq7162,baseline,1.395472,4.0368795
seq7163,baseline,1.3817937,3.982038
seq7164,baseline,1.3885556,4.0090556
seq7165,baseline,1.3775333,3.9651089
seq7166,baseline,1.3819815,3.9827855
seq7167,baseline,1.3849598,3.9946656
seq7168,baseline,1.3863959,4.0004063
seq7169,baseline,1.3877604,4.0058684
seq7170,baseline,1.3903294,4.016173
seq7171,baseline,1.3925496,4.0250993
seq7172,baseline,1.3908237,4.0181584
seq7173,baseline,1.3789572,3.9707584
seq7174,baseline,1.3907263,4.017767
seq7175,baseline,1.3867482,4.0018153
seq7176,baseline,1.3826516,3.9854555
seq7177,baseline,1.38563,3.9973435
seq7178,baseline,1.3883803,4.0083528
seq7179,baseline,1.3947265,4.033871
seq7180,baseline,1.3835076,3.9888687
seq7181,baseline,1.3854427,3.996595
seq7182,baseline,1.3887719,4.0099225
seq7183,baseline,1.3772795,3.9641025
seq7184,baseline,1.3799727,3.974793
seq7185,baseline,1.3754249,3.9567573
seq7186,baseline,1.3817179,3.981736
seq7187,baseline,1.3881212,4.007314
seq7188,baseline,1.3787625,3.9699855
seq7189,baseline,1.3767633,3.9620569
seq7190,baseline,1.3870838,4.0031586
seq7191,baseline,1.3855821,3.9971516
seq7192,baseline,1.391283,4.0200047
seq7193,baseline,1.3873788,4.00434
seq7194,baseline,1.3851743,3.9955223
seq7195,baseline,1.3800794,3.975217
seq7196,baseline,1.3870192,4.0029006
seq7197,baseline,1.392308,4.024127
seq7198,baseline,1.3866756,4.001525
seq7199,baseline,1.3947201,4.0338454
seq7200,baseline,1.3729184,3.9468524
seq7201,baseline,1.3824376,3.9846025
seq7202,baseline,1.3843762,3.9923348
seq7203,baseline,1.3836951,3.9896164
seq7204,baseline,1.3816264,3.9813716
seq7205,baseline,1.3788823,3.9704614
seq7206,baseline,1.3867956,4.0020056
seq7207,baseline,1.3825458,3.985034
seq7208,baseline,1.3834882,3.988791
seq7209,baseline,1.3779213,3.9666479
seq7210,baseline,1.3873665,4.004291
seq7211,baseline,1.3868777,4.002334
seq7212,baseline,1.3832134,3.9876955
seq7213,baseline,1.378882,3.9704602
seq7214,baseline,1.3783299,3.9682686
seq7215,baseline,1.3812716,3.9799595
seq7216,baseline,1.381447,3.9806576
seq7217,baseline,1.3829908,3.9868073
seq7218,baseline,1.375669,3.9577239
seq7219,baseline,1.3878489,4.0062227
seq7220,baseline,1.387474,4.004721
seq7221,baseline,1.3779128,3.9666138
seq7222,baseline,1.3914067,4.0205016
seq7223,baseline,1.3909657,4.0187287
seq7224,baseline,1.3869152,4.0024843
seq7225,baseline,1.3815022,3.9808772
seq7226,baseline,1.3870907,4.003186
seq7227,baseline,1.3807123,3.9777339
seq7228,baseline,1.3862693,3.9998996
seq7229,baseline,1.3825333,3.984984
seq7230,baseline,1.3810421,3.9790463
seq7231,baseline,1.3749865,3.9550235
seq7232,baseline,1.3763376,3.9603705
seq7233,baseline,1.3884041,4.008448
seq7234,baseline,1.3929751,4.026812
seq7235,baseline,1.3768374,3.9623506
seq7236,baseline,1.3832455,3.9878232
seq7237,baseline,1.386711,4.001667
seq7238,baseline,1.3896806,4.013568
seq7239,baseline,1.3875519,4.005033
seq7240,baseline,1.3805891,3.9772441
seq7241,baseline,1.3879758,4.0067315
seq7242,baseline,1.3918324,4.0222135
seq7243,baseline,1.3773438,3.9643571
seq7244,baseline,1.3947889,4.034123
seq7245,baseline,1.3841621,3.9914799
seq7246,baseline,1.3781646,3.967613
seq7247,baseline,1.3838288,3.9901497
seq7248,baseline,1.3789052,3.9705522
seq7249,baseline,1.379098,3.9713182
seq7250,baseline,1.38703,4.0029435
seq7251,baseline,1.3810761,3.9791815
seq7252,baseline,1.3801093,3.9753363
seq7253,baseline,1.4036903,4.070193
seq7254,baseline,1.381143,3.9794476
seq7255,baseline,1.3774316,3.964706
seq7256,baseline,1.3920454,4.0230703
seq7257,baseline,1.3809364,3.9786253
seq7258,baseline,1.3900628,4.015102
seq7259,baseline,1.3814496,3.980668
seq7260,baseline,1.3809218,3.9785676
seq7261,baseline,1.3843805,3.992352
seq7262,baseline,1.3913476,4.020264
seq7263,baseline,1.3844435,3.9926038
seq7264,baseline,1.3838276,3.990145
seq7265,baseline,1.3875167,4.0048923
seq7266,baseline,1.3799338,3.974639
seq7267,baseline,1.3802596,3.9759338
seq7268,baseline,1.3793024,3.9721298
seq7269,baseline,1.3927326,4.025836
seq7270,baseline,1.3959863,4.038956
seq7271,baseline,1.382719,3.9857244
seq7272,baseline,1.3867368,4.00177
seq7273,baseline,1.3791978,3.9717145
seq7274,baseline,1.3861018,3.99923
seq7275,baseline,1.3962573,4.0400505
seq7276,baseline,1.382677,3.9855566
seq7277,baseline,1.3952727,4.036075
seq7278,baseline,1.3815275,3.980978
seq7279,baseline,1.3826736,3.985543
seq7280,baseline,1.3841653,3.9914925
seq7281,baseline,1.3778666,3.966431
seq7282,baseline,1.3877491,4.005823
seq7283,baseline,1.3811733,3.9795675
seq7284,baseline,1.376903,3.9626107
seq7285,baseline,1.3807306,3.9778066
seq7286,baseline,1.3868376,4.0021734
seq7287,baseline,1.3832493,3.9878383
seq7288,baseline,1.3779442,3.9667385
seq7289,baseline,1.3897141,4.0137024
seq7290,baseline,1.3835709,3.9891212
seq7291,baseline,1.3923965,4.0244827
seq7292,baseline,1.3889836,4.0107718
seq7293,baseline,1.3851707,3.995508
seq7294,baseline,1.390782,4.0179906
seq7295,baseline,1.3850241,3.9949217
seq7296,baseline,1.3832929,3.9880123
